payeeName,count,sum_amount
Friends of Greg Walden,1,500.00
Jamie Raskin,1,500.00
Senator Tim Kaine,1,500.00
Margaret Good,1,500.00
Kyrsten Sinema,1,500.00
Doris Matsui,1,500.00
Mikie Sherrill ,1,500.00
LankPAC,1,500.00
Forward Together,1,500.00
Service First Womens Victory Fund,1,500.00
Colin Alred for Congress,1,500.00
Friend of Dan Kildee,1,500.00
Friends of Ben McAdams ,1,500.00
Todd Young for US Senate,1,500.00
Stand with Harley Rouda,1,500.00
Nancy  Pelosi for  Congress,1,500.00
thom tillis committee,1,500.00
cory gardner for senate,1,500.00
NEWPAC,1,500.00
Cindy Hyde-Smith for US Senate ,1,500.00
Troy Balderson ,1,500.00
Catherine Cortez-Masto,1,500.00
Emmanuel Cleaver,1,500.00
Annie Kuster,1,500.00
Dr. John Joyce for Congress ,1,500.00
Griffith for Congress,1,500.00
Bacon Victory Committee/Bacon for Congress,1,500.00
Buckeye Liberty PAC,1,500.00
Biggs for Congress ,1,500.00
Abigail Spanberger for Congress ,1,500.00
Filemon Vela for Congress ,1,500.00
Thomas Worrall,1,500.00
"DONALD J. TRUMP FOR PRESIDENT, INC.",1,500.00
Henry Cuellar for Congress,1,500.00
Haley Stevens for Congresss,1,500.00
Laura Capps,1,500.00
Jon Ossoff for Senate,1,500.00
Gary Peters for Senate ,1,500.00
Ron Kind for Congress ,1,500.00
Texans for Henry Cuellar        ,1,500.00
New Mexicans for Ben            ,1,500.00
Gil Cisneros for Congress        ,1,500.00
Rep. Xochitl Torres Small,1,500.00
Rep. Abagail Spanberger,1,500.00
Rep. Colin Allred,1,500.00
Chuck Fleishmann for Congress ,1,500.00
Doris Matsui For Congress,1,500.00
"Beach for Congress, Inc. ",1,500.00
Giffords PAC,1,500.00
Bergman for Congress ,1,500.00
DeFazio for Congress ,1,500.00
Katharine Clark for Congress,1,500.00
Cal Cunningham for U.S. Senate,1,500.00
Todd Young for US Sentate,1,500.00
Rep. Nancy Pelosi,1,500.00
Dave Joyce For Congress,1,500.00
Jim Risch For Senate,1,500.00
Susan Collins For Senate,1,500.00
"Alaskans for Don Young, Inc.  ",1,500.00
FOBT,1,500.00
" BEN SASSE FOR U.S SENATE, INC.",1,500.00
Becchi for Congress ,1,500.00
Make for Congress,1,500.00
Rosemary Beechi for Congress,1,500.00
Carolyn Bourdeaux,1,500.00
Debbie Mucarsel-Powell U.S. Congress,1,500.00
Abigail Spanberger U.S. Congress,1,500.00
Theresa Greenfield for U.S. Senate,1,500.00
LUMMIS FOR WYOMING INC,1,500.00
Citizens For Gardner,1,500.00
Breakfast with Congressman Richard Neal ,1,500.00
Jim Harper for Congress,1,500.00
Maggie Toulouse Oliver for Senate,1,500.00
Democrats Reshaping American Dream (DREAM) PAC,1,500.00
Kara Eastman,1,500.00
Brad Schneider ,1,500.00
A lot of People for Grijalva,1,500.00
Brown for Congress,1,500.00
NERO Luncheon ,1,500.00
Bennie Thompson for Congress,1,500.00
Steil for Congress ,1,500.00
Hollingsworth for Congress ,1,500.00
Ed Perlmutter for CO,1,500.00
Jason Crow,1,500.00
Joe Neguse,1,500.00
Trey Hollingsworth,1,500.00
Bill Hagerty for US Senate,1,500.00
Democrat National Committee,1,500.00
Asian American Action Fund,1,500.00
Steil for Congress,1,500.00
Adam Kinzinger Future 1 Committee,1,500.00
Michael BEST PAC,1,500.00
Vote for Tipton,1,500.00
Landry for Louisiana,1,500.00
Cox for Governor,1,500.00
Friends of Billy Nungesser,1,500.00
Pete Aguilar for congress,1,500.00
Amanda Maki for Congress,1,500.00
Sonny Perdue for Senate,1,500.00
John Molenaar for Congress,1,500.00
David Price for U.S. Congress,1,500.00
Friends of Rosemary Becchi,1,500.00
Mitch McConnell for Senate,1,500.00
Donald J. Trump Re-Election Campaign,1,500.00
Buddy Carter,1,500.00
Patrick McHenry,1,500.00
Judi for Congress,1,500.00
Sara Anne Fabry,1,500.00
Jennifer Gonzalez for Congress,1,500.00
Elaine Luria for Congress ,1,500.00
Spanberger for Congress ,1,500.00
Wexton for Congress ,1,500.00
Cicilline  Committee,1,500.00
Nick Colvin For Congress,1,500.00
Representative Richard Neal,1,500.00
Perry Gershon for Congress,1,500.00
Connor Lamb,1,500.00
Chris Turner Campaign,1,500.00
Senfronia Thompson Campaign,1,500.00
Joe Moody Campaign,1,500.00
Rafael Anchia Campaign,1,500.00
Trey Martinez Fischer Campaign,1,500.00
Friends of Hearcel F. Craig,1,500.00
Abby Spanberger for Congress,1,500.00
Xochitel Torres Small for New Mexico,1,500.00
District 30 Republicans (North Dakota),1,500.00
Knaggs for Congress,1,500.00
NEA Fund for Children and Public Education,1,500.00
Melissa Mark Viverito for the Bronx,1,500.00
Kildee for Congress,1,500.00
BOLD Democrats,1,500.00
Cardenas for COngress,1,500.00
Kuster for COngress,1,500.00
Ari E Storch,1,500.00
Buck For Congress,1,500.00
The Grassley Committee,1,500.00
Richard Neal For Congress,1,500.00
Rob Portman for US Senate ,1,500.00
Sean Casten Democrat for Congress,1,500.00
Colin Allred for Congress ,1,500.00
Xochitl Torres Small for Congress ,1,500.00
Bobby L Rush for Congress ,1,500.00
Lisa Blunt Rochester a Democrat for Congress,1,500.00
Trey for Congres,1,500.00
Cuellar for Congress ,1,500.00
Kathleen Williams for Montana,1,500.00
Antone Melton-Meaux for Congress,1,500.00
Citizens for Jeff Coleman,1,500.00
Ben Sasse For Senate,1,500.00
Dan Crenshaw for Congress (Primary),1,500.00
Todos con Jenniffer,1,500.00
Gerald R. Ford Presidential Foundation,1,500.00
The Reed Committee                     ,1,500.00
Mark DeSaulnier for Congress     ,1,500.00
Rick Kennedy for Congress,1,500.00
Michael Beard,1,500.00
Texans for Senator John Cornyn  ,1,500.00
Mark Amodei for Congress,1,500.00
The Investment Company Institute PAC,1,500.00
Kahale for Congress ,1,500.00
Mike Thompson,1,500.00
Maxine Waters,1,500.00
Ann Wagner,1,500.00
Pete King,1,500.00
John James,1,500.00
Barr for Congress,1,500.00
Sessions for Senate ,1,500.00
LegPAC (Cardin),1,500.00
Committee to elect Dutch Ruppersberger,1,500.00
Committee to Elect Dutch Ruppersberger,1,500.00
Committee to Elect Jim Himes,1,500.00
Hirono for Senate,1,500.00
Wonderwomen PAC,1,500.00
Cummings for Congress Campaign Cmte,1,500.00
Brain Mast for Congress,1,500.00
DeGette for Congres,1,500.00
Lisa Murkowski for Senate (AK),1,500.00
Hillary Scholten for Congress,1,500.00
Jeffrey Levey,1,500.00
Deborah Wasserman Schultz for Congress,1,500.00
Matt Cartwright for Congress,1,500.00
Budd for Congress,1,500.00
Riggelman for Congress,1,500.00
Susan Wild for Conbress,1,500.00
Amy McGrath for Kentucky,1,500.00
Abigail Spanberger ,1,500.00
Collective PAC,1,500.00
Butterflied for Congress,1,500.00
American Pharmacists Association PAC,1,500.00
Fund for the Conservative Future,1,500.00
Congressman Graves Campaign Fund,1,500.00
Judge Eric Moye Campaign,1,500.00
JASON LEWIS FOR SENATE,1,500.00
Massachusetts for Kennedy,1,500.00
XOCHITL TORRES SMALL FOR CONGRESS,1,500.00
Stephanie Murphy For Congres s,1,500.00
Yvette Herrell for Congress,1,500.00
Hankins Photography Group,1,500.00
 Jeffries for Congress,1,500.00
 Katko for Congress,1,500.00
CALDERON FOR CONGRESS,1,500.00
Calderon for Congress,1,500.00
Friends of Toomey,1,500.00
Battlleground PAC,1,500.00
Marshall for Congress,1,500.00
Conservative Roundtable PAC,1,500.00
Scott Peters for Congress ,1,500.00
Citizens for Pat Grassley,1,500.00
Kennedy for Massachusets,1,500.00
NewDem Action Fund,1,500.00
CNG-CA-BubserC,1,500.00
Commons Values PAC,1,500.00
Cory Garnder for Senate,1,500.00
Bill Haggerty for Senate,1,500.00
Mark Warner for US Senate,1,500.00
Larry Buchson for Congress,1,500.00
Andy Barr for US Congress,1,500.00
Brenda Lawrence for Congress  ,1,500.00
Dick Durbin for U.S. Senate,1,500.00
"Leahy for U.S. Senator Committee, Inc.",1,500.00
Responsibility and Freedom PAC,1,500.00
SENATOR JACKY ROSEN,1,500.00
Rep. Tom Graves (R-GA),1,500.00
Defend America Pac,1,500.00
John Yarmuth for Congress,1,500.00
Kyrsten Sinema for Senate ,1,500.00
Citizens for Congress,1,500.00
Carolyn Maloney for Congress,1,500.00
William Lacy Clay for Congress,1,500.00
Nicole for NY,1,500.00
Re-Elect Jim McGoven,1,500.00
Lynly Boor,1,500.00
Shelley Moore Capito for Senate,1,500.00
Edonation,1,500.00
Friends of Nick Freitas,1,500.00
Dan Rodimer for Congress,1,500.00
Corky Messner for Senate,1,500.00
Barr for Congress ,1,500.00
Jenniffer Gonzalez for Congress,1,500.00
Cartwright for Congress ,1,500.00
T.J. Cox for Congress ,1,500.00
The Committee to Elect John Drinkwater,1,500.00
Douglas County Democratic Party,1,500.00
Re-elect Eliseo Alcon,1,500.00
The Committee to Elect Paul Brodeur,1,500.00
Friends of Theresa Mah,1,500.00
Feeney Committee,1,500.00
Friends of DFL Women,1,500.00
Michael Padilla for State Senator,1,500.00
Committee to Re-elect John Sabatina Jr.,1,500.00
Friends for Crystal Rhoades,1,500.00
Amanda for Judge,1,500.00
Friends of Dan McCaffery,1,500.00
Campaign Fund for Rebecca Miller,1,500.00
Geis for Mayor Cmte,1,500.00
Bill Galvin Committee,1,500.00
Election Fund of Annette Chaparro,1,500.00
Friends of Anthony Verrelli for Assembly,1,500.00
EFO Yvonne Lopez,1,500.00
EFO Karabinchak for Assembly,1,500.00
Citizens for Brian Meyer,1,500.00
Williams for Iowa House,1,500.00
Isenhart Campaign fro the Common Good,1,500.00
Donahue for State House,1,500.00
Campaign to Elect Mary Wolfe,1,500.00
Bob Kressig for Iowa House 59,1,500.00
Mahoney Committee,1,500.00
Friends of Don Harmon,1,500.00
Raoul for Illinois,1,500.00
Senate Democratic Leadership Fund,1,500.00
Markey Senate Victory Committee,1,500.00
Genevieve Collins for Congress,1,500.00
Tina Smith for U. S. Senate,1,500.00
Abigail Spanberger for U.S. Congress,1,500.00
Debbie Mucarsel Powell for U.S. Congress,1,500.00
Tony Cardenas for U.S. Congress,1,500.00
Gonzalez-Colon for U.S. Congress,1,500.00
Norma Torres for U.S. Congress,1,500.00
Lizzie Fletcher for U.S. Congress,1,500.00
Friends Of Mazie Hirono,1,500.00
Cindy Hyde-Smith for  US Senate,1,500.00
Boundary Waters Action Fund,1,500.00
Mike Espy for Senate,1,500.00
Jackie Walorski for Congress ,1,500.00
Bob Latta for Congress ,1,500.00
Xochitl for New Mexico ,1,500.00
Gooden for Congress,1,500.00
Rodney Alexander ,1,500.00
Yvette Clark for Congress,1,500.00
Democratic Senatorial Campaign Commitee,1,500.00
RUBANDO FOR CONGRESS,1,500.00
PAT PAC,1,500.00
 Cleaver for Congress Committee,1,500.00
stivers for congress,1,500.00
Protect the Majority Chiefs Fund,1,500.00
Committee to Re-elect Henry Hank Johnson,1,500.00
Donna Shalala for Congress ,1,500.00
NewPAC,1,500.00
PortPAC,1,500.00
Congresswoman Kendra Horn,1,500.00
Lankford Senate,1,500.00
Congressman David Schwerikert,1,500.00
Jackie Rosen for Senate,1,500.00
Sheila Bynum-Carter for Congress,1,500.00
Wendy Gooditis for Congress,1,500.00
Ben McAdams for Congres,1,500.00
Joe Cunningham for Senate,1,500.00
David Schweikert,1,500.00
LegPAC,1,500.00
Michael McCaul for Congress,1,500.00
John Rose for Congress,1,500.00
Tony Gonzalez for Congress,1,500.00
U.S. Senator Kyrsten Sinema,1,500.00
Dave Coder Campaign Committee,1,500.00
pineapple pac,1,500.00
xotchi torres small for NM,1,500.00
Cong. Allred,1,500.00
Cong. C. Houlahan,1,500.00
Vicente Gonzalez for U.S. Congress,1,500.00
Donald M Payne Jr for Congress,1,500.00
Senator Patty Murray,1,500.00
Roybal-Allard for Congress,1,500.00
Deb Fischer for Congress,1,500.00
ActBlue Lucy McBath,1,500.00
ActBlue Colin Allred,1,500.00
ActBlue Abigail Spanberger,1,500.00
John Hoadley for Congress,1,500.00
Investment Company Institute PAC,1,500.00
Jensen for Congress,1,500.00
Responsibility & Freedom Work PAC ,1,500.00
Daniel Lipinski for Congress,1,500.00
The Jack Reed Committee,1,500.00
Travis Weber,1,500.00
Rich McFarland,1,500.00
Theresa Greenfield For Iowa,1,500.00
Martin Heinrich for Senate ,1,500.00
Hickenlooper For Colorado ,1,500.00
Syliva Garcia for Congress,1,500.00
Jeff Merkley for OR,1,500.00
MI Democratic Party Federal Account,1,500.00
Allen West for State Chairman,1,500.00
Perdue for U.S. Senate,1,500.00
T. Scott for South Carolina,1,500.00
Mikie Sherrill for U. S. Congress,1,500.00
Denny Hock for Congress,1,500.00
Jeff Merkley U. S. Senate,1,500.00
Ivette Rivera Hayes,1,500.00
Hunter Hall,1,500.00
Coco B Productions ,1,500.00
"The Grassley Committee, Inc. ",1,500.00
Lummis for Wyoming ,1,500.00
U.S. Chamber PAC,1,500.00
ACTBLUE*Mark.Warner,1,500.00
Terri Sewell Democrat for Congress,1,500.00
Friends to Elect Greg Murphy,1,500.00
Jim Banks ,1,500.00
Carolyn Long ,1,500.00
Sen. Deb Fisher,1,500.00
Jones for U.S. Senate,1,500.00
Friend of Dwight Evans,1,500.00
Terri Pac,1,500.00
InnovationPAC,1,500.00
Gibbons P.C. PAC Inc.,1,500.00
Mikie for Congress,1,500.00
Mike Sherrill for Congress,1,500.00
Fighting for Missouri,1,500.00
Jessica Taylor for Congress,1,500.00
Josh Winegarner,1,500.00
McCready For Congress,1,500.00
Xochitl Torres-Small,1,500.00
Sean Maloney,1,500.00
Pete Aguilar,1,500.00
Lisa Blunt Rochester,1,500.00
Conor Lamb,1,500.00
Steve Horsford,1,500.00
Elaine Luria,1,500.00
Article I PAC,1,500.00
Actblue/Stand with Sanchez,1,500.00
Kurt Ritterpusch,1,500.00
SOTO PAC,1,500.00
All you Friends and Neighbors Who Support John Blair,1,500.00
Re-elect Congressman Greg Meeks,1,500.00
Strickland for Congress,1,500.00
Dan Dawson For State Senate,1,500.00
Smith For Senate,1,500.00
Bisignano For Senate,1,500.00
Support Debbie Mucarsel-Powell for Congress,1,500.00
Support Tony Cardenas for Congress,1,500.00
"Chuck Fleischmann for Congress, Inc.",1,500.00
Senator Jones,1,500.00
Congressman John Larson,1,500.00
Senator Rosen,1,500.00
Congressman Higgins,1,500.00
Congresswoman Sewell,1,500.00
Congressman Panetta,1,500.00
Congressman Suozzi,1,500.00
Congressman John  Larson,1,500.00
Fred Upton for Congress,1,500.00
Anne Kuster,1,500.00
Lummis For Wyoming,1,500.00
DALENPAC,1,500.00
John Kennedy for Us Inc.,1,500.00
Andy Barr for Congress ,1,500.00
Steve Horsford for Congress,1,500.00
Xochi Torres Small for Congress,1,500.00
Friends of Phyllis Randall,1,500.00
WIN RED PAC,1,500.00
Adam Schleifer,1,500.00
Michael Kubosh Campaign,1,500.00
Patty Murray for US Senate,1,500.00
Ted Slafsky,1,500.00
Re-Election McGovern Committee,1,500.00
Tillis for state representative ,1,500.00
Committee to Elect a Republican Senate ,1,500.00
Foxx for Congress,1,500.00
Tyler M Thompson,1,500.00
Tiffany Shedd for Congress,1,500.00
Senator Shelley Moore Capito,1,500.00
Boozman for Congress,1,500.00
Friends of Sessions Senate Committee Inc.,1,500.00
"Clay, Jr. for Congress",1,500.00
Congressman Sanford Bishop,1,500.00
Beef-PAC of Texas Cattle Feeders Association,1,500.00
Neese for Congress,1,500.00
"Pringle for Congress, INC. ",1,500.00
Friends for Schweikert,1,500.00
Applefield4Congress,1,500.00
Scott Surovell for State Senate,1,500.00
Friends of Raul Ruiz,1,500.00
DGA Women,1,500.00
Friends of Sean Casten,1,500.00
Energy for Change,1,500.00
Friends of Cedric Richmond,1,500.00
"Frank Pallone, Jr. ",1,500.00
Joe Kenndy for Massachusetts,1,500.00
Waloski for Congress,1,500.00
Friends of Angela Alsobrook,1,500.00
Sasse for U.S. Senate,1,500.00
Friends of Inhofe,1,500.00
Fischbach for Congress,1,500.00
Kelly Armstrong Congress,1,500.00
Jim Hagedorn for Congress,1,500.00
Adam Kinzinger Future First,1,500.00
The Adam Kinzinger Future 1st Committee ,1,500.00
Mike Rogers for Congress.,1,500.00
Marsha Pac,1,500.00
Rodger Marshall for Senate,1,500.00
Upton for all of Us,1,500.00
Mike Kelly for congress,1,500.00
Tim Walberg,1,500.00
"Friends for Christ Stewart, Inc.",1,500.00
University of Pittsburgh,1,500.00
Congresswoman Chrissy Houlahan,1,500.00
Kean for Congress Inc,1,500.00
Fletcher For Congress,1,500.00
Mullins for Congress,1,500.00
Re-elect McGovern for Congress,1,500.00
ROYB,1,500.00
Langevin for Congress ,1,500.00
Friends of Amanda Makki,1,500.00
Xochiltl Torres Small for Congress,1,500.00
Bull Dog PAC,1,500.00
Brady for Congressman ,1,500.00
Sanford Bishop for Congress Committee,1,500.00
Brindisis for Congress,1,500.00
Bass Civic Action Fund,1,500.00
Senator Jon Tester,1,500.00
Maria Cantwell,1,500.00
Bill Hagerty for Senate,1,500.00
Arizona New Mexico Victory Fund,1,500.00
Ashley Wieland,1,500.00
John Thune for Senate,1,500.00
SNAP PAC,1,500.00
Organizing Corps 2020,1,500.00
Kim for Congress,1,500.00
Amanda Edwards for U.S. Senate,1,500.00
Committee to Reelect Henry Hank Johnson,1,500.00
LaMalfa for Congress,1,500.00
Jeanne Shaheen for U.S. Senate,1,500.00
Bienvenu Catering in-kind contribution to Gina Ortiz Jones for Congress,1,500.00
Cape May County Republican Organization,1,500.00
Rosemary for Congress,1,500.00
Slotkin for Congress,1,500.00
Article One Act 2019,1,500.00
Ben Sasse for U.S.  Senate,1,500.00
Elijah Cummings for Congress,1,500.00
Gregory Meeks for Congress,1,500.00
Sherrod Brown for Senate,1,500.00
Harry Spikes for Congress,1,500.00
Ron Wyden for U.S. Senate,1,500.00
The Madison PAC!,1,500.00
Joe Manchin for Senate,1,500.00
Nita Lowey,1,500.00
WHITEHOUSE FOR SENATE,1,500.00
Friends of mark Warner,1,500.00
Clifford For Congress,1,500.00
Mike Garcia for Congress,1,500.00
Beth VanDuyne for Congress,1,500.00
Joe Collins for Congress,1,500.00
Make It In American PAC,1,500.00
Conole for Congress ,1,500.00
DePasquale for PA-10,1,500.00
Haley Steven for Congress,1,500.00
"Tiffany, for Wisconsin, Inc",1,500.00
Josh Hicks,1,500.00
Kim Schreier for Congress,1,500.00
Eric shuffler,1,500.00
Anthony Gonzalez  for Congress,1,500.00
Friends of Hagedon,1,500.00
"Steil for Wisconsin, Inc. ",1,500.00
ACTBLUE Linda Sanchez,1,500.00
ACTBLUEROSADELAURO,1,500.00
ACTBLUEAnnieKuster,1,500.00
Senator Ron Johnson,1,500.00
David Broome,1,500.00
Friends of sherrod Brown,1,500.00
Abigail Donovan,1,500.00
Newhouse for Congress,1,500.00
"People for Derek Kilmer, LLC",1,500.00
State Farm Federal PAC,6,499.92
Perry for Congress,1,498.69
Montanas for Tester,1,498.00
Restaurant Associates (in-kind to Friends of Chris Murphy; reissue of 2014 ck) ,1,492.97
Van Scoyoc Associates ,1,486.83
United Fresh PAC,12,480.00
Actblue,3,480.00
Steve Bullock,5,476.00
Kim Schrier for Congress,4,469.00
TECO Employees PAC,1,465.12
Brian Lee,1,459.00
Granger for Congress -- In Kind Contribution,1,455.45
Society Awards,1,454.00
Sen. Edward Markey,1,450.45
Friends of Tim Hugo,3,450.00
Deval Patrick 2020,3,450.00
Rhonda Foxx,2,450.00
Alaska Wilderness League Action,2,448.00
Cory 2020,5,446.85
The Guest House at Graceland (in kind),1,432.09
Inkind-Dan Crenshaw for Congress,1,429.75
Peters For Michigan (In-Kind),1,426.89
Aramark,1,410.28
Friends of Dan McCready,4,400.00
Colleen Holcomb for Delegate,2,400.00
Singh for Senate,2,400.00
Ed Markey for U.S. Senate,2,400.00
Dr. Al Gross for Senator (in kind food),2,400.00
Scholten4iowa Campaign Committee,2,400.00
Young Kim For Congress,2,400.00
FRIENDS OF GREG MEEKS,1,400.00
Town of Tonawanda Democratic Committee,1,400.00
People for Pelliccoitti,1,400.00
Republican Majority PAC,1,400.00
Fab Four PAC,1,400.00
Jamie Harrison for U.S. Senate,2,398.00
Horsford For Congress (In-Kind),1,394.18
Blue Star,1,386.16
Texans for Jodey Arrington (in-kind),1,383.51
In-kind to Schiff for Congress,1,377.78
Congressional Liquors (alcohol products),1,377.06
"Jobs, Opportunity, and New Ideas PAC",1,375.00
Making a responsible Stand for Households in America PAC ,1,375.00
Inkind-HERN PAC,1,371.80
washington trophy,2,370.18
Axne for Congress,2,369.00
ENT PAC,2,367.00
Scott Segal,1,361.57
American Bus Association - BusPAC,12,360.00
Navistar Good Government Committee,1,360.00
Self,6,350.00
Susan McAvoy,3,350.00
Fair Fight,2,350.00
Church for Congress,2,350.00
Emily Wilkinson,2,350.00
J Street PAC,2,350.00
Millado4Congress,2,350.00
Tedra Cobb,2,350.00
Allen Thomas for Congress,2,350.00
Healthcare Association of NYS and Allied Associations Federal PAC,1,350.00
Teddy Daniels for Congress,1,350.00
GT for Congress,1,350.00
Friends of GT Thompson,1,350.00
John Mullen,19,326.00
Grocery Manufacturers Association PAC,13,325.00
Tammy Duckworth,4,325.00
Inkind-John Joyce for Congress,1,323.99
SELF,23,307.88
Donald Trump for President,3,300.00
Republican National Committee ,2,300.00
Senate Majority PAC,2,300.00
Church for Wisconsin ,2,300.00
Actblue for Steve Bullock,1,300.00
AUVSIPAC,1,300.00
Schiff for Congress ,1,300.00
Pat Toomey for Senate ,1,300.00
Friends of Amanda Adkins,1,300.00
KAMALA HARRIS FOR THE PEOPLE,1,300.00
Illinois AFL-CIO COPE,1,300.00
People for Magnarelli,1,300.00
balderson for congress,1,300.00
beatty for congress,1,300.00
Committee to Re-Elect Rick Larsen,1,300.00
Committee to Re-Elect Doug Lamborn,1,300.00
Connecticut State Society (in-kind),1,300.00
Maverick PAC ,1,300.00
Mondaire Jones for Congress NY-17 ,1,300.00
North to the Future Joint Committee,1,300.00
John Carter for Congress ,1,300.00
Dr John Joyce For Congress (In-Kind),1,295.68
8th Congressional District Democratic Party,1,280.00
Julian Castro for President,3,275.00
Andrew Yang for President,2,270.00
8th District Democratic Comm. Blue Victory Dinner,1,270.00
"Orsted North America, Inc.",1,269.35
American Veterinary Medical Association PAC,6,267.48
"Republican Party of Virginia, Inc.",1,265.00
Bolduc 2020 ,1,260.73
Adam Orlovich,1,260.00
FreshPac,12,252.00
Democratic National Committee (DNC),5,250.00
Royce West for U.S. Senate,2,250.00
Senator Jeanne Shaheen,1,250.00
Donate to Candace for 24,1,250.00
Victory Fund Fed PAC,1,250.00
Strauss for Senate Committee,1,250.00
"Joni Ernst for US Senate, Inc.",1,250.00
Amy Rosenbaum,1,250.00
Ted Lieu for US Congress,1,250.00
Lloyd Doggett Campaign Fund,1,250.00
The Markey Victory Fund,1,250.00
Dr. Cameron Webb for Congress,1,250.00
Vote Bolick,1,250.00
Charleston County Democratic Party,1,250.00
Meeks for Congress ,1,250.00
Richie Neal via Act Blue,1,250.00
Hakeem Jeffries via Act Blue,1,250.00
Victory Fund,1,250.00
Bobby Scott for Congress ,1,250.00
Eisenhower Presidential Library,1,250.00
Friends of LBJ Library,1,250.00
Gary Elmestad ,1,250.00
Ruiz for Congress ,1,250.00
Maggie Toulouse Oliver,1,250.00
Shelly Simonds,1,250.00
LGTBQ Victory Fund,1,250.00
Ross LaJeunesse,1,250.00
Speaker Nancy Pelosi,1,250.00
Act Blue Grace Napolitano,1,250.00
Eric Swallwell for President ,1,250.00
Cedric Richmond,1,250.00
Carolyn Bourdeaux for Congress,1,250.00
Cal Cunningham,1,250.00
Linehan for Legislature,1,250.00
BASS CIVIC ACTION FUND,1,250.00
NICK COLVIN FOR CONGRESS,1,250.00
Alan Cohn For Congress,1,250.00
Steve Watkins,1,250.00
Tom Kean for Congress ,1,250.00
Matt Rosendale for Congress,1,250.00
Hoeven for US Senate,1,250.00
Debbie Muscarel-Powell for Congress,1,250.00
Pramila Jayapal for Congress,1,250.00
Stephanie for New Jersey ,1,250.00
Familes for James Lankford,1,250.00
James E. Clyburn,1,250.00
Michael Guest,1,250.00
Deb Fischer,1,250.00
Patrick Leahy (Actblue donation),1,250.00
Evelyn for New York,1,250.00
Scott Cooper For Congress,1,250.00
New Hampshire Democratic Party (federal account),1,250.00
Friends of Roy Blunt (Senator Roy Blunt),1,250.00
Jim McGovern for Congress ,1,250.00
LGBTQ VICTORY FUND FEDERAL PAC,1,250.00
Ruben Gallego for Arizona,1,250.00
Rob Portman,1,250.00
Dr. Ruiz for Congress,1,250.00
Kidney Care Partners PAC,1,250.00
Charles Francis for Raleigh Mayor,1,250.00
BT McClnTCJ4CONG,1,250.00
Alaskans for Don Young/North to the Future,1,250.00
Eugene DePasquale for Congress,1,250.00
Andrea Price-Carter,1,250.00
Kathleen Murphy for Delegate,1,250.00
WinRed PAC,1,250.00
Adair for Congress,1,250.00
Audrey Denney for Congress,1,250.00
Whitney Raver for Congress,1,250.00
Van Hollen McGrath Victory Fund,1,250.00
FIRST DISTRICT CONGRESSIONAL DEMO IOWA,1,250.00
Jeff Merkley for Congress,1,250.00
stuart mccalman,1,250.00
Rep. James P. McGovern,1,250.00
Congressman Larry Bucshon,1,250.00
Brady for Congress ,1,250.00
Friends of Garrison Coward,1,250.00
Kelley Hudak,1,250.00
Robert Menendez,1,250.00
International Propeller Club of the U.S.,1,250.00
Elect Jim Baird,1,250.00
Manchin for Senate,1,250.00
Makki For Congress,1,250.00
DCCC WomenLEAD,1,250.00
Friends of Jim Hagedorn,1,250.00
Redemption PAC ,1,250.00
Greg Stanton for Congress,1,250.00
James McCarthy,1,250.00
The Thom Tillis Committe,1,250.00
Castro for President,1,250.00
MMV for Congress,1,250.00
Sen. Leahy,1,250.00
GiveGreen.com,1,250.00
SEMA PAC,1,250.00
Indiana Democratic Party Federal Account,1,250.00
Rep. Sean Casten,1,250.00
Rosendale for Congress,1,250.00
PowerPAC,1,250.00
Mondaire Jones for Congress NY-17,1,250.00
Gustavo Rivera for State Senate,1,250.00
STEIL FOR WISCONSIN,1,250.00
LANCE GOODEN FOR CONGRESS COMMITTTEE,1,250.00
FRIENDS OF DENVER RIGGLEMAN,1,250.00
AMANDA MAKKI FOR CONFRESS,1,250.00
Ken Buck For Congress,1,250.00
Sheldon Whitehouse's Oceans PAC,1,250.00
Eliot Engel,1,250.00
Reception with Gary Peters  ,1,250.00
Nick Rubando,1,250.00
Wilson for Congress,1,250.00
Jeffrey Beck,1,250.00
Judge Carter for Congress,1,250.00
Michelle Fischbach for Congress,1,250.00
Charles Moskowitz,1,250.00
Gillibrand for America,1,250.00
Kim Daugherty for Congress,1,250.00
Adam Schiff for Congress,1,250.00
Reception with Senator Gary Peters,1,250.00
Chairman Hakeem Jeffries 7th Annual Hip Hop On The Hill,1,250.00
Pringle for Congress,1,250.00
Leif Oveson,1,250.00
Cohen for congress,1,250.00
Jerry Nadler ,1,250.00
Ritchie Torres,1,250.00
House Republican Caucus (North Dakota),1,250.00
American Association of Neurological Surgeons PAC,1,250.00
Schroder for Congress,1,250.00
Reelect McGovern Committee,1,250.00
Lori Trahan For Congress Committee ,1,250.00
Jensen For Congress,1,250.00
Lieberman for Senate,1,250.00
Lodriguez Murray,1,250.00
Amanda Makki for Congress ,1,250.00
BIDEN FOR PRESIDENT,1,250.00
CORY 2020,1,250.00
DelBene for Congress ,1,250.00
Service First Women's Victory Fund!,1,250.00
AMERICAN DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE,1,250.00
Mike for Wisconsin,1,250.00
Kelly for Mississippi,1,250.00
Smith for NJ,1,250.00
 DCCC WomenLEAD,1,250.00
Doug Collins,1,250.00
Bullock for America,1,250.00
Friends of Jim McGovern,1,250.00
